#Cosmological Parameters: Om_m = 3.1750000000e-01, Om_l = 6.8250000000e-01, Om_r = 0.0000000000e+00
#a_max = 1.0100000000e+00
#t              eta(t)              w(eta)              z(eta)              a(eta)              H(eta)       H_prime(eta)
5.8980384018e-04    2.8143732901e-01    2.9483385813e+00    1.5805701496e+02    6.2870537351e-03    7.1063794739e+00   -2.5250274148e+01
5.9454774484e-04    2.8218986631e-01    2.9475860440e+00    1.5720980691e+02    6.3207206907e-03    7.0874283743e+00   -2.5115779580e+01
5.9930430043e-04    2.8294040209e-01    2.9468355083e+00    1.5637157625e+02    6.3543876463e-03    7.0686280860e+00   -2.4982710172e+01
6.0407347339e-04    2.8368895224e-01    2.9460869581e+00    1.5554218104e+02    6.3880546018e-03    7.0499766193e+00   -2.4851043390e+01
6.0885523043e-04    2.8443553243e-01    2.9453403779e+00    1.5472148233e+02    6.4217215574e-03    7.0314720211e+00   -2.4720757174e+01
6.1364953852e-04    2.8518015813e-01    2.9445957522e+00    1.5390934403e+02    6.4553885130e-03    7.0131123740e+00   -2.4591829924e+01
6.1845636488e-04    2.8592284461e-01    2.9438530657e+00    1.5310563292e+02    6.4890554685e-03    6.9948957955e+00   -2.4464240487e+01
6.2327567700e-04    2.8666360695e-01    2.9431123034e+00    1.5231021849e+02    6.5227224241e-03    6.9768204369e+00   -2.4337968148e+01
6.2810744262e-04    2.8740246002e-01    2.9423734503e+00    1.5152297295e+02    6.5563893796e-03    6.9588844831e+00   -2.4212992618e+01
6.3295162971e-04    2.8813941851e-01    2.9416364918e+00    1.5074377109e+02    6.5900563352e-03    6.9410861514e+00   -2.4089294020e+01
6.3780820651e-04    2.8887449692e-01    2.9409014134e+00    1.4997249026e+02    6.6237232908e-03    6.9234236907e+00   -2.3966852885e+01
6.4267714149e-04    2.8960770956e-01    2.9401682008e+00    1.4920901029e+02    6.6573902463e-03    6.9058953811e+00   -2.3845650134e+01
6.4755840336e-04    2.9033907058e-01    2.9394368398e+00    1.4845321342e+02    6.6910572019e-03    6.8884995330e+00   -2.3725667075e+01
6.5245196107e-04    2.9106859392e-01    2.9387073164e+00    1.4770498426e+02    6.7247241575e-03    6.8712344864e+00   -2.3606885388e+01
6.5735778380e-04    2.9179629338e-01    2.9379796170e+00    1.4696420972e+02    6.7583911130e-03    6.8540986102e+00   -2.3489287119e+01
6.6227584096e-04    2.9252218256e-01    2.9372537278e+00    1.4623077893e+02    6.7920580686e-03    6.8370903019e+00   -2.3372854671e+01
6.6720610220e-04    2.9324627491e-01    2.9365296354e+00    1.4550458324e+02    6.8257250242e-03    6.8202079864e+00   -2.3257570792e+01
6.7214853737e-04    2.9396858370e-01    2.9358073267e+00    1.4478551611e+02    6.8593919797e-03    6.8034501159e+00   -2.3143418571e+01
6.7710311657e-04    2.9468912205e-01    2.9350867883e+00    1.4407347310e+02    6.8930589353e-03    6.7868151689e+00   -2.3030381426e+01
6.8206981010e-04    2.9540790291e-01    2.9343680074e+00    1.4336835177e+02    6.9267258909e-03    6.7703016500e+00   -2.2918443097e+01
6.8704858848e-04    2.9612493909e-01    2.9336509713e+00    1.4267005169e+02    6.9603928464e-03    6.7539080891e+00   -2.2807587640e+01
6.9203942245e-04    2.9684024322e-01    2.9329356671e+00    1.4197847435e+02    6.9940598020e-03    6.7376330408e+00   -2.2697799417e+01
6.9704228296e-04    2.9755382780e-01    2.9322220826e+00    1.4129352314e+02    7.0277267576e-03    6.7214750840e+00   -2.2589063091e+01
7.0205714116e-04    2.9826570516e-01    2.9315102052e+00    1.4061510328e+02    7.0613937131e-03    6.7054328215e+00   -2.2481363614e+01
7.0708396843e-04    2.9897588751e-01    2.9308000228e+00    1.3994312180e+02    7.0950606687e-03    6.6895048792e+00   -2.2374686229e+01
7.1212273633e-04    2.9968438689e-01    2.9300915235e+00    1.3927748747e+02    7.1287276243e-03    6.6736899056e+00   -2.2269016452e+01
7.1717341663e-04    3.0039121521e-01    2.9293846951e+00    1.3861811079e+02    7.1623945798e-03    6.6579865717e+00   -2.2164340076e+01
7.2223598129e-04    3.0109638425e-01    2.9286795261e+00    1.3796490394e+02    7.1960615354e-03    6.6423935703e+00   -2.2060643158e+01
7.2731040249e-04    3.0179990562e-01    2.9279760047e+00    1.3731778071e+02    7.2297284909e-03    6.6269096153e+00   -2.1957912014e+01
7.3239665259e-04    3.0250179083e-01    2.9272741195e+00    1.3667665651e+02    7.2633954465e-03    6.6115334416e+00   -2.1856133215e+01
7.3749470413e-04    3.0320205124e-01    2.9265738591e+00    1.3604144831e+02    7.2970624021e-03    6.5962638046e+00   -2.1755293578e+01
7.4260452986e-04    3.0390069808e-01    2.9258752123e+00    1.3541207460e+02    7.3307293576e-03    6.5810994798e+00   -2.1655380165e+01
7.4772610272e-04    3.0459774245e-01    2.9251781679e+00    1.3478845536e+02    7.3643963132e-03    6.5660392620e+00   -2.1556380273e+01
7.5285939582e-04    3.0529319534e-01    2.9244827150e+00    1.3417051202e+02    7.3980632688e-03    6.5510819656e+00   -2.1458281429e+01
7.5800438246e-04    3.0598706758e-01    2.9237888428e+00    1.3355816745e+02    7.4317302243e-03    6.5362264237e+00   -2.1361071388e+01
7.6316103613e-04    3.0667936992e-01    2.9230965404e+00    1.3295134591e+02    7.4653971799e-03    6.5214714876e+00   -2.1264738126e+01
7.6832933048e-04    3.0737011295e-01    2.9224057974e+00    1.3234997300e+02    7.4990641355e-03    6.5068160270e+00   -2.1169269833e+01
7.7350923935e-04    3.0805930718e-01    2.9217166032e+00    1.3175397567e+02    7.5327310910e-03    6.4922589291e+00   -2.1074654911e+01
7.7870073677e-04    3.0874696296e-01    2.9210289474e+00    1.3116328216e+02    7.5663980466e-03    6.4777990985e+00   -2.0980881970e+01
7.8390379691e-04    3.0943309055e-01    2.9203428198e+00    1.3057782199e+02    7.6000650022e-03    6.4634354569e+00   -2.0887939820e+01
7.8911839415e-04    3.1011770011e-01    2.9196582102e+00    1.2999752592e+02    7.6337319577e-03    6.4491669424e+00   -2.0795817468e+01
7.9434450300e-04    3.1080080165e-01    2.9189751087e+00    1.2942232592e+02    7.6673989133e-03    6.4349925099e+00   -2.0704504116e+01
7.9958209818e-04    3.1148240511e-01    2.9182935052e+00    1.2885215515e+02    7.7010658689e-03    6.4209111297e+00   -2.0613989153e+01
8.0483115453e-04    3.1216252029e-01    2.9176133901e+00    1.2828694794e+02    7.7347328244e-03    6.4069217884e+00   -2.0524262154e+01
8.1009164710e-04    3.1284115691e-01    2.9169347534e+00    1.2772663976e+02    7.7683997800e-03    6.3930234875e+00   -2.0435312875e+01
8.1536355107e-04    3.1351832455e-01    2.9162575858e+00    1.2717116719e+02    7.8020667356e-03    6.3792152439e+00   -2.0347131246e+01
8.2064684179e-04    3.1419403273e-01    2.9155818776e+00    1.2662046790e+02    7.8357336911e-03    6.3654960893e+00   -2.0259707374e+01
8.2594149478e-04    3.1486829083e-01    2.9149076195e+00    1.2607448062e+02    7.8694006467e-03    6.3518650697e+00   -2.0173031534e+01
8.3124748571e-04    3.1554110816e-01    2.9142348022e+00    1.2553314514e+02    7.9030676023e-03    6.3383212455e+00   -2.0087094164e+01
8.3656479039e-04    3.1621249390e-01    2.9135634164e+00    1.2499640226e+02    7.9367345578e-03    6.3248636910e+00   -2.0001885867e+01
8.4189338481e-04    3.1688245717e-01    2.9128934532e+00    1.2446419378e+02    7.9704015134e-03    6.3114914944e+00   -1.9917397406e+01
8.4723324509e-04    3.1755100695e-01    2.9122249034e+00    1.2393646249e+02    8.0040684689e-03    6.2982037569e+00   -1.9833619695e+01
8.5258434752e-04    3.1821815217e-01    2.9115577582e+00    1.2341315211e+02    8.0377354245e-03    6.2849995933e+00   -1.9750543805e+01
8.5794666852e-04    3.1888390163e-01    2.9108920087e+00    1.2289420734e+02    8.0714023801e-03    6.2718781313e+00   -1.9668160952e+01
8.6332018468e-04    3.1954826406e-01    2.9102276463e+00    1.2237957377e+02    8.1050693356e-03    6.2588385110e+00   -1.9586462501e+01
8.6870487272e-04    3.2021124809e-01    2.9095646623e+00    1.2186919790e+02    8.1387362912e-03    6.2458798852e+00   -1.9505439958e+01
8.7410070950e-04    3.2087286227e-01    2.9089030481e+00    1.2136302711e+02    8.1724032468e-03    6.2330014190e+00   -1.9425084970e+01
8.7950767204e-04    3.2153311506e-01    2.9082427953e+00    1.2086100964e+02    8.2060702023e-03    6.2202022892e+00   -1.9345389320e+01
8.8492573750e-04    3.2219201482e-01    2.9075838955e+00    1.2036309458e+02    8.2397371579e-03    6.2074816847e+00   -1.9266344927e+01
8.9035488315e-04    3.2284956983e-01    2.9069263405e+00    1.1986923185e+02    8.2734041135e-03    6.1948388058e+00   -1.9187943840e+01
8.9579508645e-04    3.2350578830e-01    2.9062701221e+00    1.1937937219e+02    8.3070710690e-03    6.1822728642e+00   -1.9110178237e+01
9.0124632495e-04    3.2416067834e-01    2.9056152320e+00    1.1889346711e+02    8.3407380246e-03    6.1697830826e+00   -1.9033040423e+01
9.0670857636e-04    3.2481424800e-01    2.9049616624e+00    1.1841146892e+02    8.3744049802e-03    6.1573686950e+00   -1.8956522827e+01
9.1218181852e-04    3.2546650521e-01    2.9043094051e+00    1.1793333069e+02    8.4080719357e-03    6.1450289457e+00   -1.8880617997e+01
9.1766602941e-04    3.2611745787e-01    2.9036584525e+00    1.1745900624e+02    8.4417388913e-03    6.1327630900e+00   -1.8805318604e+01
9.2316118713e-04    3.2676711375e-01    2.9030087966e+00    1.1698845012e+02    8.4754058469e-03    6.1205703932e+00   -1.8730617431e+01
9.2866726991e-04    3.2741548060e-01    2.9023604298e+00    1.1652161760e+02    8.5090728024e-03    6.1084501310e+00   -1.8656507378e+01
9.3418425612e-04    3.2806256603e-01    2.9017133443e+00    1.1605846465e+02    8.5427397580e-03    6.0964015891e+00   -1.8582981456e+01
9.3971212425e-04    3.2870837763e-01    2.9010675327e+00    1.1559894795e+02    8.5764067136e-03    6.0844240628e+00   -1.8510032786e+01
9.4525085292e-04    3.2935292289e-01    2.9004229875e+00    1.1514302484e+02    8.6100736691e-03    6.0725168573e+00   -1.8437654597e+01
9.5080042089e-04    3.2999620923e-01    2.8997797011e+00    1.1469065332e+02    8.6437406247e-03    6.0606792871e+00   -1.8365840222e+01
9.5636080701e-04    3.3063824399e-01    2.8991376664e+00    1.1424179206e+02    8.6774075803e-03    6.0489106763e+00   -1.8294583099e+01
9.6193199027e-04    3.3127903445e-01    2.8984968759e+00    1.1379640036e+02    8.7110745358e-03    6.0372103579e+00   -1.8223876767e+01
9.6751394981e-04    3.3191858782e-01    2.8978573225e+00    1.1335443815e+02    8.7447414914e-03    6.0255776738e+00   -1.8153714865e+01
9.7310666484e-04    3.3255691124e-01    2.8972189991e+00    1.1291586596e+02    8.7784084469e-03    6.0140119751e+00   -1.8084091128e+01
9.7871011472e-04    3.3319401177e-01    2.8965818986e+00    1.1248064495e+02    8.8120754025e-03    6.0025126213e+00   -1.8014999387e+01
9.8432427893e-04    3.3382989642e-01    2.8959460139e+00    1.1204873684e+02    8.8457423581e-03    5.9910789805e+00   -1.7946433570e+01
9.8994913706e-04    3.3446457212e-01    2.8953113382e+00    1.1162010396e+02    8.8794093136e-03    5.9797104293e+00   -1.7878387693e+01
9.9558466881e-04    3.3509804574e-01    2.8946778646e+00    1.1119470919e+02    8.9130762692e-03    5.9684063524e+00   -1.7810855864e+01
1.0012308540e-03    3.3573032408e-01    2.8940455863e+00    1.1077251597e+02    8.9467432248e-03    5.9571661427e+00   -1.7743832281e+01
1.0068876726e-03    3.3636141389e-01    2.8934144965e+00    1.1035348831e+02    8.9804101803e-03    5.9459892011e+00   -1.7677311226e+01
1.0125551046e-03    3.3699132184e-01    2.8927845885e+00    1.0993759072e+02    9.0140771359e-03    5.9348749362e+00   -1.7611287071e+01
1.0182331302e-03    3.3762005455e-01    2.8921558558e+00    1.0952478827e+02    9.0477440915e-03    5.9238227645e+00   -1.7545754267e+01
1.0239217297e-03    3.3824761857e-01    2.8915282918e+00    1.0911504653e+02    9.0814110470e-03    5.9128321099e+00   -1.7480707349e+01
1.0296208834e-03    3.3887402039e-01    2.8909018900e+00    1.0870833159e+02    9.1150780026e-03    5.9019024040e+00   -1.7416140935e+01
1.0353305718e-03    3.3949926645e-01    2.8902766439e+00    1.0830461004e+02    9.1487449582e-03    5.8910330853e+00   -1.7352049719e+01
1.0410507756e-03    3.4012336312e-01    2.8896525472e+00    1.0790384894e+02    9.1824119137e-03    5.8802236000e+00   -1.7288428474e+01
1.0467814754e-03    3.4074631672e-01    2.8890295936e+00    1.0750601586e+02    9.2160788693e-03    5.8694734011e+00   -1.7225272050e+01
1.0525226520e-03    3.4136813350e-01    2.8884077769e+00    1.0711107883e+02    9.2497458249e-03    5.8587819486e+00   -1.7162575371e+01
1.0582742864e-03    3.4198881966e-01    2.8877870907e+00    1.0671900632e+02    9.2834127804e-03    5.8481487094e+00   -1.7100333435e+01
1.0640363596e-03    3.4260838136e-01    2.8871675290e+00    1.0632976730e+02    9.3170797360e-03    5.8375731571e+00   -1.7038541313e+01
1.0698088527e-03    3.4322682467e-01    2.8865490857e+00    1.0594333116e+02    9.3507466916e-03    5.8270547722e+00   -1.6977194146e+01
1.0755917469e-03    3.4384415564e-01    2.8859317547e+00    1.0555966772e+02    9.3844136471e-03    5.8165930412e+00   -1.6916287145e+01
1.0813850236e-03    3.4446038024e-01    2.8853155301e+00    1.0517874726e+02    9.4180806027e-03    5.8061874577e+00   -1.6855815590e+01
1.0871886642e-03    3.4507550440e-01    2.8847004059e+00    1.0480054046e+02    9.4517475583e-03    5.7958375209e+00   -1.6795774827e+01
1.0930026501e-03    3.4568953400e-01    2.8840863763e+00    1.0442501844e+02    9.4854145138e-03    5.7855427369e+00   -1.6736160270e+01
1.0988269631e-03    3.4630247486e-01    2.8834734355e+00    1.0405215269e+02    9.5190814694e-03    5.7753026174e+00   -1.6676967396e+01
1.1046615848e-03    3.4691433274e-01    2.8828615776e+00    1.0368191514e+02    9.5527484249e-03    5.7651166805e+00   -1.6618191747e+01
1.1105064971e-03    3.4752511338e-01    2.8822507970e+00    1.0331427810e+02    9.5864153805e-03    5.7549844499e+00   -1.6559828927e+01
1.1163616818e-03    3.4813482243e-01    2.8816410879e+00    1.0294921427e+02    9.6200823361e-03    5.7449054554e+00   -1.6501874602e+01
1.1222271211e-03    3.4874346552e-01    2.8810324448e+00    1.0258669671e+02    9.6537492916e-03    5.7348792325e+00   -1.6444324497e+01
1.1281027969e-03    3.4935104822e-01    2.8804248621e+00    1.0222669889e+02    9.6874162472e-03    5.7249053222e+00   -1.6387174399e+01
1.1339886915e-03    3.4995757605e-01    2.8798183343e+00    1.0186919463e+02    9.7210832028e-03    5.7149832713e+00   -1.6330420152e+01
1.1398847872e-03    3.5056305450e-01    2.8792128559e+00    1.0151415810e+02    9.7547501583e-03    5.7051126318e+00   -1.6274057656e+01
1.1457910664e-03    3.5116748898e-01    2.8786084214e+00    1.0116156385e+02    9.7884171139e-03    5.6952929614e+00   -1.6218082869e+01
1.1517075114e-03    3.5177088487e-01    2.8780050255e+00    1.0081138676e+02    9.8220840695e-03    5.6855238228e+00   -1.6162491805e+01
1.1576341050e-03    3.5237324752e-01    2.8774026628e+00    1.0046360206e+02    9.8557510250e-03    5.6758047843e+00   -1.6107280532e+01
1.1635708297e-03    3.5297458221e-01    2.8768013281e+00    1.0011818531e+02    9.8894179806e-03    5.6661354189e+00   -1.6052445170e+01
1.1695176682e-03    3.5357489419e-01    2.8762010162e+00    9.9775112420e+01    9.9230849362e-03    5.6565153052e+00   -1.5997981893e+01
1.1754746035e-03    3.5417418866e-01    2.8756017217e+00    9.9434359606e+01    9.9567518917e-03    5.6469440263e+00   -1.5943886926e+01
1.1814416184e-03    3.5477247077e-01    2.8750034396e+00    9.9095903414e+01    9.9904188473e-03    5.6374211705e+00   -1.5890156548e+01
1.1874186959e-03    3.5536974564e-01    2.8744061647e+00    9.8759720703e+01    1.0024085803e-02    5.6279463308e+00   -1.5836787082e+01
1.1934058191e-03    3.5596601834e-01    2.8738098920e+00    9.8425788645e+01    1.0057752758e-02    5.6185191052e+00   -1.5783774907e+01
1.1994029712e-03    3.5656129389e-01    2.8732146165e+00    9.8094084712e+01    1.0091419714e-02    5.6091390961e+00   -1.5731116444e+01
1.2054101354e-03    3.5715557728e-01    2.8726203331e+00    9.7764586678e+01    1.0125086670e-02    5.5998059108e+00   -1.5678808167e+01
1.2114272951e-03    3.5774887346e-01    2.8720270369e+00    9.7437272613e+01    1.0158753625e-02    5.5905191609e+00   -1.5626846593e+01
1.2174544337e-03    3.5834118733e-01    2.8714347230e+00    9.7112120873e+01    1.0192420581e-02    5.5812784628e+00   -1.5575228287e+01
1.2234915347e-03    3.5893252374e-01    2.8708433866e+00    9.6789110102e+01    1.0226087536e-02    5.5720834370e+00   -1.5523949858e+01
1.2295385816e-03    3.5952288754e-01    2.8702530228e+00    9.6468219225e+01    1.0259754492e-02    5.5629337085e+00   -1.5473007960e+01
1.2355955583e-03    3.6011228349e-01    2.8696636269e+00    9.6149427439e+01    1.0293421447e-02    5.5538289068e+00   -1.5422399292e+01
1.2416624483e-03    3.6070071634e-01    2.8690751940e+00    9.5832714215e+01    1.0327088403e-02    5.5447686653e+00   -1.5372120594e+01
1.2477392356e-03    3.6128819080e-01    2.8684877195e+00    9.5518059292e+01    1.0360755359e-02    5.5357526217e+00   -1.5322168649e+01
1.2538259040e-03    3.6187471154e-01    2.8679011988e+00    9.5205442668e+01    1.0394422314e-02    5.5267804178e+00   -1.5272540283e+01
1.2599224375e-03    3.6246028318e-01    2.8673156272e+00    9.4894844601e+01    1.0428089270e-02    5.5178516997e+00   -1.5223232362e+01
1.2660288202e-03    3.6304491033e-01    2.8667310000e+00    9.4586245605e+01    1.0461756225e-02    5.5089661170e+00   -1.5174241791e+01
1.2721450362e-03    3.6362859752e-01    2.8661473128e+00    9.4279626441e+01    1.0495423181e-02    5.5001233236e+00   -1.5125565517e+01
1.2782710697e-03    3.6421134929e-01    2.8655645611e+00    9.3974968117e+01    1.0529090136e-02    5.4913229772e+00   -1.5077200525e+01
1.2844069051e-03    3.6479317012e-01    2.8649827402e+00    9.3672251885e+01    1.0562757092e-02    5.4825647393e+00   -1.5029143839e+01
1.2905525266e-03    3.6537406444e-01    2.8644018459e+00    9.3371459232e+01    1.0596424047e-02    5.4738482752e+00   -1.4981392519e+01
1.2967079188e-03    3.6595403668e-01    2.8638218737e+00    9.3072571882e+01    1.0630091003e-02    5.4651732538e+00   -1.4933943665e+01
1.3028730661e-03    3.6653309122e-01    2.8632428191e+00    9.2775571790e+01    1.0663757959e-02    5.4565393478e+00   -1.4886794411e+01
1.3090479532e-03    3.6711123239e-01    2.8626646780e+00    9.2480441136e+01    1.0697424914e-02    5.4479462335e+00   -1.4839941929e+01
1.3152325647e-03    3.6768846450e-01    2.8620874459e+00    9.2187162326e+01    1.0731091870e-02    5.4393935905e+00   -1.4793383425e+01
1.3214268852e-03    3.6826479183e-01    2.8615111185e+00    9.1895717984e+01    1.0764758825e-02    5.4308811024e+00   -1.4747116142e+01
1.3276308997e-03    3.6884021862e-01    2.8609356917e+00    9.1606090952e+01    1.0798425781e-02    5.4224084557e+00   -1.4701137355e+01
1.3338445930e-03    3.6941474907e-01    2.8603611613e+00    9.1318264285e+01    1.0832092736e-02    5.4139753408e+00   -1.4655444375e+01
1.3400679501e-03    3.6998838737e-01    2.8597875230e+00    9.1032221248e+01    1.0865759692e-02    5.4055814512e+00   -1.4610034544e+01
1.3463009559e-03    3.7056113765e-01    2.8592147727e+00    9.0747945313e+01    1.0899426648e-02    5.3972264837e+00   -1.4564905239e+01
1.3525435956e-03    3.7113300403e-01    2.8586429063e+00    9.0465420155e+01    1.0933093603e-02    5.3889101384e+00   -1.4520053869e+01
1.3587958543e-03    3.7170399059e-01    2.8580719198e+00    9.0184629650e+01    1.0966760559e-02    5.3806321188e+00   -1.4475477873e+01
1.3650577172e-03    3.7227410137e-01    2.8575018090e+00    8.9905557871e+01    1.1000427514e-02    5.3723921313e+00   -1.4431174723e+01
1.3713291697e-03    3.7284334039e-01    2.8569325700e+00    8.9628189086e+01    1.1034094470e-02    5.3641898857e+00   -1.4387141922e+01
1.3776101970e-03    3.7341171164e-01    2.8563641987e+00    8.9352507753e+01    1.1067761425e-02    5.3560250947e+00   -1.4343377003e+01
